exercise,phase,elbow,shoulder,hip,knee,ankle,form,correction_needed,feedback_tag,accuracy,front_knee,front_hip,back_knee,back_hip
Bicep Curl,start,180.0,0.0,,,,good,False,,85.0,,,,
Bicep Curl,mid,7.9,0.0,,,,good,False,,88.2,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,91.8,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,99.6,,,,
Bicep Curl,mid,23.6,0.0,,,,good,False,,93.8,,,,
Bicep Curl,end,180.0,,,,,good,False,,86.6,,,,
Bicep Curl,mid,12.1,0.0,,,,good,False,,92.3,,,,
Bicep Curl,end,180.0,,,,,good,False,,96.3,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,97.7,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,99.6,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,94.1,,,,
Bicep Curl,end,180.0,,,,,good,False,,81.8,,,,
Bicep Curl,end,180.0,,,,,good,False,,85.2,,,,
Bicep Curl,mid,6.7,0.0,,,,good,False,,91.1,,,,
Bicep Curl,end,180.0,,,,,good,False,,83.2,,,,
Bicep Curl,mid,10.7,0.0,,,,good,False,,87.5,,,,
Bicep Curl,end,180.0,,,,,good,False,,81.5,,,,
Bicep Curl,mid,29.9,0.0,,,,good,False,,80.4,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,92.5,,,,
Bicep Curl,mid,29.8,0.0,,,,good,False,,89.7,,,,
Bicep Curl,mid,22.6,0.0,,,,good,False,,92.9,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,94.1,,,,
Bicep Curl,mid,19.0,0.0,,,,good,False,,95.5,,,,
Bicep Curl,end,180.0,,,,,good,False,,84.9,,,,
Bicep Curl,mid,11.0,0.0,,,,good,False,,88.9,,,,
Bicep Curl,end,180.0,,,,,good,False,,81.0,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,90.3,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,87.1,,,,
Bicep Curl,end,180.0,,,,,good,False,,94.0,,,,
Bicep Curl,end,180.0,,,,,good,False,,100.0,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,89.1,,,,
Bicep Curl,mid,14.0,0.0,,,,good,False,,94.6,,,,
Bicep Curl,mid,6.0,0.0,,,,good,False,,80.7,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,86.3,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,94.6,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,90.6,,,,
Bicep Curl,end,180.0,,,,,good,False,,82.1,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,86.7,,,,
Bicep Curl,mid,4.4,0.0,,,,good,False,,91.2,,,,
Bicep Curl,end,180.0,,,,,good,False,,83.9,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,83.5,,,,
Bicep Curl,end,180.0,,,,,good,False,,95.9,,,,
Bicep Curl,end,180.0,,,,,good,False,,98.3,,,,
Bicep Curl,mid,21.7,0.0,,,,good,False,,85.3,,,,
Bicep Curl,mid,22.0,0.0,,,,good,False,,94.1,,,,
Bicep Curl,mid,3.4,0.0,,,,good,False,,92.2,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,89.0,,,,
Bicep Curl,end,180.0,,,,,good,False,,81.0,,,,
Bicep Curl,mid,7.7,0.0,,,,good,False,,80.3,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,99.9,,,,
Bicep Curl,end,180.0,,,,,good,False,,86.9,,,,
Bicep Curl,end,180.0,,,,,good,False,,92.2,,,,
Bicep Curl,mid,3.3,0.0,,,,good,False,,98.3,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,87.7,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,89.5,,,,
Bicep Curl,mid,21.3,0.0,,,,good,False,,81.8,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,91.6,,,,
Bicep Curl,mid,24.9,0.0,,,,good,False,,91.6,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,98.5,,,,
Bicep Curl,mid,24.4,0.0,,,,good,False,,92.1,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,83.7,,,,
Bicep Curl,end,180.0,,,,,good,False,,84.8,,,,
Bicep Curl,mid,8.4,0.0,,,,good,False,,88.8,,,,
Bicep Curl,mid,19.4,0.0,,,,good,False,,99.9,,,,
Bicep Curl,end,180.0,,,,,good,False,,84.7,,,,
Bicep Curl,mid,24.5,0.0,,,,good,False,,82.7,,,,
Bicep Curl,end,180.0,,,,,good,False,,87.8,,,,
Bicep Curl,mid,28.8,0.0,,,,good,False,,98.6,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,93.4,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,90.9,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,89.5,,,,
Bicep Curl,mid,6.0,0.0,,,,good,False,,96.9,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,90.7,,,,
Bicep Curl,end,180.0,,,,,good,False,,95.4,,,,
Bicep Curl,end,180.0,,,,,good,False,,91.2,,,,
Bicep Curl,mid,1.4,0.0,,,,good,False,,87.2,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,84.4,,,,
Bicep Curl,end,180.0,,,,,good,False,,93.5,,,,
Bicep Curl,end,180.0,,,,,good,False,,92.5,,,,
Bicep Curl,mid,1.4,0.0,,,,good,False,,81.6,,,,
Bicep Curl,end,180.0,,,,,good,False,,81.2,,,,
Bicep Curl,end,180.0,,,,,good,False,,96.0,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,88.3,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,96.5,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,81.0,,,,
Bicep Curl,mid,1.3,0.0,,,,good,False,,90.8,,,,
Bicep Curl,end,180.0,,,,,good,False,,94.5,,,,
Bicep Curl,mid,17.4,0.0,,,,good,False,,94.7,,,,
Bicep Curl,mid,11.3,0.0,,,,good,False,,96.4,,,,
Bicep Curl,mid,9.3,0.0,,,,good,False,,98.9,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,90.5,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,88.6,,,,
Bicep Curl,mid,7.6,0.0,,,,good,False,,93.0,,,,
Bicep Curl,mid,19.9,0.0,,,,good,False,,96.2,,,,
Bicep Curl,mid,16.2,0.0,,,,good,False,,99.8,,,,
Bicep Curl,mid,27.4,0.0,,,,good,False,,90.3,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,91.0,,,,
Bicep Curl,end,180.0,,,,,good,False,,87.6,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,83.3,,,,
Bicep Curl,end,180.0,,,,,good,False,,95.8,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,84.3,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,88.0,,,,
Bicep Curl,mid,19.8,0.0,,,,good,False,,85.7,,,,
Bicep Curl,end,180.0,,,,,good,False,,96.4,,,,
Bicep Curl,end,180.0,,,,,good,False,,83.4,,,,
Bicep Curl,end,180.0,,,,,good,False,,92.5,,,,
Bicep Curl,mid,26.4,0.0,,,,good,False,,95.7,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,98.9,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,84.8,,,,
Bicep Curl,mid,23.0,0.0,,,,good,False,,97.8,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,98.5,,,,
Bicep Curl,end,180.0,,,,,good,False,,90.3,,,,
Bicep Curl,mid,12.9,0.0,,,,good,False,,91.4,,,,
Bicep Curl,mid,16.2,0.0,,,,good,False,,87.1,,,,
Bicep Curl,mid,28.7,0.0,,,,good,False,,99.3,,,,
Bicep Curl,mid,0.5,0.0,,,,good,False,,80.8,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,81.9,,,,
Bicep Curl,end,180.0,,,,,good,False,,94.9,,,,
Bicep Curl,end,180.0,,,,,good,False,,99.3,,,,
Bicep Curl,end,180.0,,,,,good,False,,80.4,,,,
Bicep Curl,end,180.0,,,,,good,False,,92.3,,,,
Bicep Curl,mid,3.3,0.0,,,,good,False,,96.2,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,82.0,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,94.6,,,,
Bicep Curl,end,180.0,,,,,good,False,,89.4,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,98.9,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,89.8,,,,
Bicep Curl,end,180.0,,,,,good,False,,82.5,,,,
Bicep Curl,mid,19.3,0.0,,,,good,False,,99.1,,,,
Bicep Curl,end,180.0,,,,,good,False,,98.3,,,,
Bicep Curl,mid,27.4,0.0,,,,good,False,,93.8,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,87.4,,,,
Bicep Curl,end,180.0,,,,,good,False,,80.4,,,,
Bicep Curl,mid,18.8,0.0,,,,good,False,,87.7,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,91.6,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,82.3,,,,
Bicep Curl,mid,19.2,0.0,,,,good,False,,97.4,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,86.5,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,89.0,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,93.0,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,84.1,,,,
Bicep Curl,start,180.0,0.0,,,,good,False,,82.1,,,,
Bicep Curl,end,180.0,,,,,good,False,,91.0,,,,
Bicep Curl,mid,24.9,0.0,,,,good,False,,86.4,,,,
Bicep Curl,start,193.7,14.7,,,,bad,True,Torso swing,43.1,,,,
Bicep Curl,end,193.3,,,,,bad,True,Elbow flare,53.9,,,,
Bicep Curl,start,204.1,-9.2,,,,bad,True,Torso swing,47.0,,,,
Bicep Curl,mid,-19.0,-4.9,,,,bad,True,Torso swing,69.8,,,,
Bicep Curl,mid,38.5,7.6,,,,bad,True,Elbow flare,43.3,,,,
Bicep Curl,end,190.5,,,,,bad,True,Partial curl,54.7,,,,
Bicep Curl,end,161.2,,,,,bad,True,Elbow flare,41.7,,,,
Bicep Curl,mid,-6.2,7.8,,,,bad,True,Torso swing,54.5,,,,
Bicep Curl,mid,45.7,9.7,,,,bad,True,Elbow flare,43.4,,,,
Bicep Curl,mid,-26.5,25.2,,,,bad,True,Elbow flare,67.4,,,,
Bicep Curl,start,199.3,24.6,,,,bad,True,Partial curl,59.9,,,,
Bicep Curl,end,176.9,,,,,bad,True,Elbow flare,57.5,,,,
Bicep Curl,start,189.0,-25.5,,,,bad,True,Torso swing,45.7,,,,
Bicep Curl,mid,34.6,26.9,,,,bad,True,Partial curl,62.3,,,,
Bicep Curl,mid,-18.8,24.0,,,,bad,True,Elbow flare,48.0,,,,
Bicep Curl,start,192.5,20.8,,,,bad,True,Elbow flare,55.9,,,,
Bicep Curl,end,169.4,,,,,bad,True,Torso swing,59.4,,,,
Bicep Curl,end,181.5,,,,,bad,True,Partial curl,43.5,,,,
Bicep Curl,start,195.3,-27.0,,,,bad,True,Torso swing,48.5,,,,
Bicep Curl,start,168.7,-18.5,,,,bad,True,Torso swing,59.2,,,,
Bicep Curl,mid,-2.3,-9.5,,,,bad,True,Torso swing,52.7,,,,
Bicep Curl,end,181.1,,,,,bad,True,Elbow flare,62.5,,,,
Bicep Curl,start,155.2,27.8,,,,bad,True,Elbow flare,62.6,,,,
Bicep Curl,mid,48.3,28.7,,,,bad,True,Partial curl,48.8,,,,
Bicep Curl,start,154.7,15.6,,,,bad,True,Torso swing,65.7,,,,
Bicep Curl,start,195.3,27.5,,,,bad,True,Torso swing,60.0,,,,
Bicep Curl,start,174.6,-5.4,,,,bad,True,Torso swing,64.8,,,,
Bicep Curl,start,171.7,19.9,,,,bad,True,Torso swing,53.5,,,,
Bicep Curl,mid,-21.2,10.5,,,,bad,True,Partial curl,61.4,,,,
Bicep Curl,mid,-29.5,-11.1,,,,bad,True,Torso swing,53.5,,,,
Bicep Curl,mid,33.3,-20.3,,,,bad,True,Torso swing,54.0,,,,
Bicep Curl,start,184.7,28.2,,,,bad,True,Torso swing,59.9,,,,
Bicep Curl,end,203.4,,,,,bad,True,Partial curl,56.5,,,,
Bicep Curl,start,182.7,10.1,,,,bad,True,Partial curl,43.7,,,,
Bicep Curl,mid,51.7,-23.0,,,,bad,True,Partial curl,65.8,,,,
Bicep Curl,mid,-27.5,5.9,,,,bad,True,Partial curl,40.9,,,,
Bicep Curl,end,174.6,,,,,bad,True,Torso swing,63.2,,,,
Bicep Curl,end,182.8,,,,,bad,True,Torso swing,46.1,,,,
Bicep Curl,mid,53.8,-23.5,,,,bad,True,Partial curl,69.9,,,,
Bicep Curl,mid,-9.1,-22.6,,,,bad,True,Torso swing,59.7,,,,
Bicep Curl,end,204.3,,,,,bad,True,Partial curl,50.7,,,,
Bicep Curl,end,185.9,,,,,bad,True,Torso swing,58.3,,,,
Bicep Curl,start,187.9,16.0,,,,bad,True,Elbow flare,55.2,,,,
Bicep Curl,start,181.9,8.8,,,,bad,True,Torso swing,44.3,,,,
Bicep Curl,end,174.1,,,,,bad,True,Torso swing,58.2,,,,
Bicep Curl,mid,-22.5,3.7,,,,bad,True,Elbow flare,43.0,,,,
Bicep Curl,start,206.4,5.3,,,,bad,True,Elbow flare,55.6,,,,
Bicep Curl,end,173.5,,,,,bad,True,Partial curl,62.9,,,,
Bicep Curl,start,205.2,19.5,,,,bad,True,Partial curl,48.3,,,,
Bicep Curl,end,167.0,,,,,bad,True,Partial curl,47.6,,,,
Bicep Curl,start,207.4,-25.8,,,,bad,True,Elbow flare,52.8,,,,
Bicep Curl,start,153.6,-8.3,,,,bad,True,Torso swing,41.5,,,,
Bicep Curl,start,184.0,13.5,,,,bad,True,Elbow flare,63.6,,,,
Bicep Curl,start,166.0,28.1,,,,bad,True,Torso swing,58.0,,,,
Bicep Curl,start,192.7,25.3,,,,bad,True,Torso swing,48.0,,,,
Bicep Curl,mid,-14.2,5.7,,,,bad,True,Elbow flare,58.6,,,,
Bicep Curl,start,156.5,5.5,,,,bad,True,Elbow flare,57.2,,,,
Bicep Curl,start,177.0,-16.1,,,,bad,True,Partial curl,48.7,,,,
Bicep Curl,end,200.4,,,,,bad,True,Partial curl,54.9,,,,
Bicep Curl,mid,-11.3,-17.9,,,,bad,True,Torso swing,52.0,,,,
Bicep Curl,end,184.3,,,,,bad,True,Elbow flare,68.5,,,,
Bicep Curl,end,200.2,,,,,bad,True,Partial curl,62.7,,,,
Bicep Curl,end,206.0,,,,,bad,True,Torso swing,60.6,,,,
Bicep Curl,mid,56.3,3.8,,,,bad,True,Torso swing,58.4,,,,
Bicep Curl,mid,45.6,-27.6,,,,bad,True,Elbow flare,54.1,,,,
Bicep Curl,end,189.3,,,,,bad,True,Torso swing,51.3,,,,
Bicep Curl,mid,-6.7,9.0,,,,bad,True,Partial curl,49.3,,,,
Bicep Curl,mid,42.3,2.2,,,,bad,True,Partial curl,49.1,,,,
Bicep Curl,start,206.1,10.1,,,,bad,True,Elbow flare,53.5,,,,
Bicep Curl,start,165.3,10.4,,,,bad,True,Torso swing,51.7,,,,
Bicep Curl,start,204.6,19.2,,,,bad,True,Partial curl,50.7,,,,
Bicep Curl,end,208.6,,,,,bad,True,Torso swing,53.0,,,,
Bicep Curl,start,175.9,-14.0,,,,bad,True,Torso swing,41.0,,,,
Bicep Curl,end,153.6,,,,,bad,True,Torso swing,66.8,,,,
Bicep Curl,end,190.0,,,,,bad,True,Torso swing,67.3,,,,
Bicep Curl,mid,42.7,14.0,,,,bad,True,Elbow flare,45.2,,,,
Bicep Curl,mid,49.3,-19.0,,,,bad,True,Elbow flare,64.4,,,,
Bicep Curl,start,188.2,-22.2,,,,bad,True,Partial curl,63.2,,,,
Bicep Curl,end,203.3,,,,,bad,True,Elbow flare,59.9,,,,
Bicep Curl,mid,-17.8,-26.7,,,,bad,True,Torso swing,52.8,,,,
Bicep Curl,start,165.7,-28.6,,,,bad,True,Partial curl,57.5,,,,
Bicep Curl,end,190.0,,,,,bad,True,Torso swing,43.1,,,,
Bicep Curl,mid,-22.3,3.8,,,,bad,True,Torso swing,55.4,,,,
Bicep Curl,mid,55.7,21.5,,,,bad,True,Elbow flare,54.2,,,,
Bicep Curl,start,188.4,29.5,,,,bad,True,Elbow flare,42.1,,,,
Bicep Curl,start,152.1,-11.0,,,,bad,True,Torso swing,56.6,,,,
Bicep Curl,end,187.7,,,,,bad,True,Partial curl,54.8,,,,
Bicep Curl,end,157.5,,,,,bad,True,Elbow flare,51.3,,,,
Bicep Curl,end,181.8,,,,,bad,True,Elbow flare,59.2,,,,
Bicep Curl,start,190.6,26.9,,,,bad,True,Torso swing,57.6,,,,
Bicep Curl,start,191.7,21.1,,,,bad,True,Elbow flare,54.9,,,,
Bicep Curl,mid,52.3,10.2,,,,bad,True,Partial curl,69.0,,,,
Bicep Curl,end,195.7,,,,,bad,True,Partial curl,68.0,,,,
Bicep Curl,end,155.2,,,,,bad,True,Torso swing,48.4,,,,
Bicep Curl,mid,44.1,-2.5,,,,bad,True,Elbow flare,49.0,,,,
Bicep Curl,mid,-16.1,12.4,,,,bad,True,Partial curl,67.3,,,,
Bicep Curl,mid,-7.4,13.0,,,,bad,True,Partial curl,40.5,,,,
Bicep Curl,mid,-16.4,8.7,,,,bad,True,Torso swing,64.5,,,,
Bicep Curl,mid,43.3,-26.3,,,,bad,True,Torso swing,51.2,,,,
Bicep Curl,mid,42.8,24.0,,,,bad,True,Torso swing,64.8,,,,
Bicep Curl,mid,-13.4,-14.8,,,,bad,True,Torso swing,59.9,,,,
Bicep Curl,end,201.5,,,,,bad,True,Torso swing,45.4,,,,
Bicep Curl,end,158.3,,,,,bad,True,Elbow flare,46.1,,,,
Bicep Curl,start,204.9,24.5,,,,bad,True,Partial curl,65.1,,,,
Bicep Curl,mid,-10.0,14.8,,,,bad,True,Partial curl,51.6,,,,
Bicep Curl,start,181.7,-28.9,,,,bad,True,Elbow flare,63.5,,,,
Bicep Curl,end,204.0,,,,,bad,True,Elbow flare,48.6,,,,
Bicep Curl,mid,48.0,-11.0,,,,bad,True,Elbow flare,67.0,,,,
Bicep Curl,end,203.6,,,,,bad,True,Partial curl,53.1,,,,
Bicep Curl,end,166.3,,,,,bad,True,Elbow flare,42.1,,,,
Bicep Curl,end,173.9,,,,,bad,True,Elbow flare,58.9,,,,
Bicep Curl,start,176.5,-21.1,,,,bad,True,Partial curl,56.5,,,,
Bicep Curl,start,178.8,-24.1,,,,bad,True,Torso swing,54.4,,,,
Bicep Curl,mid,52.0,-22.9,,,,bad,True,Elbow flare,43.9,,,,
Bicep Curl,start,155.3,-7.3,,,,bad,True,Elbow flare,52.5,,,,
Bicep Curl,end,209.8,,,,,bad,True,Torso swing,63.7,,,,
Bicep Curl,start,174.6,9.5,,,,bad,True,Torso swing,47.8,,,,
Bicep Curl,start,160.7,-22.3,,,,bad,True,Elbow flare,48.9,,,,
Bicep Curl,mid,52.6,9.3,,,,bad,True,Partial curl,40.9,,,,
Bicep Curl,end,178.3,,,,,bad,True,Torso swing,64.6,,,,
Bicep Curl,mid,-16.9,-16.1,,,,bad,True,Elbow flare,59.4,,,,
Bicep Curl,start,197.3,-27.0,,,,bad,True,Partial curl,62.9,,,,
Bicep Curl,start,196.9,-13.4,,,,bad,True,Torso swing,68.8,,,,
Bicep Curl,end,170.3,,,,,bad,True,Torso swing,67.3,,,,
Bicep Curl,end,159.3,,,,,bad,True,Torso swing,57.5,,,,
Bicep Curl,end,187.8,,,,,bad,True,Torso swing,64.2,,,,
Bicep Curl,start,168.0,-28.7,,,,bad,True,Elbow flare,58.7,,,,
Bicep Curl,end,155.5,,,,,bad,True,Elbow flare,48.3,,,,
Bicep Curl,end,155.1,,,,,bad,True,Elbow flare,67.9,,,,
Bicep Curl,start,152.3,-13.9,,,,bad,True,Torso swing,67.3,,,,
Bicep Curl,start,153.5,-14.6,,,,bad,True,Torso swing,53.8,,,,
Bicep Curl,end,196.4,,,,,bad,True,Elbow flare,59.9,,,,
Bicep Curl,end,175.7,,,,,bad,True,Torso swing,51.2,,,,
Bicep Curl,end,204.3,,,,,bad,True,Torso swing,41.6,,,,
Bicep Curl,start,161.2,-25.3,,,,bad,True,Elbow flare,63.0,,,,
Bicep Curl,end,208.0,,,,,bad,True,Partial curl,65.4,,,,
Bicep Curl,end,200.2,,,,,bad,True,Torso swing,55.1,,,,
Bicep Curl,mid,-5.8,10.6,,,,bad,True,Partial curl,40.9,,,,
Bicep Curl,mid,52.2,23.6,,,,bad,True,Torso swing,65.0,,,,
Bicep Curl,start,199.3,26.3,,,,bad,True,Torso swing,46.8,,,,
Bicep Curl,mid,49.3,11.8,,,,bad,True,Torso swing,42.5,,,,
Bicep Curl,start,178.7,-12.7,,,,bad,True,Partial curl,59.3,,,,
Bicep Curl,start,157.0,-8.8,,,,bad,True,Partial curl,56.3,,,,
Bicep Curl,start,173.6,-6.6,,,,bad,True,Elbow flare,58.1,,,,
Bicep Curl,end,207.3,,,,,bad,True,Torso swing,51.6,,,,
Bicep Curl,start,174.9,-28.8,,,,bad,True,Partial curl,53.9,,,,
Bicep Curl,start,151.2,-23.1,,,,bad,True,Partial curl,47.7,,,,
Bicep Curl,start,168.5,-21.4,,,,bad,True,Partial curl,54.5,,,,
Bicep Curl,start,195.5,7.7,,,,bad,True,Torso swing,46.1,,,,
Bicep Curl,mid,32.1,-14.3,,,,bad,True,Partial curl,47.7,,,,
Bicep Curl,end,181.3,,,,,bad,True,Partial curl,69.0,,,,
Bicep Curl,end,204.8,,,,,bad,True,Torso swing,62.0,,,,
Bicep Curl,start,158.9,25.9,,,,bad,True,Elbow flare,52.5,,,,
Bicep Curl,start,158.7,13.8,,,,bad,True,Torso swing,42.4,,,,
Bicep Curl,mid,36.8,-21.5,,,,bad,True,Elbow flare,61.2,,,,
Bicep Curl,mid,-15.0,22.9,,,,bad,True,Torso swing,49.1,,,,
Bicep Curl,mid,-20.5,-13.7,,,,bad,True,Partial curl,53.9,,,,
Bicep Curl,start,153.1,2.0,,,,bad,True,Partial curl,49.2,,,,
Bicep Curl,end,201.9,,,,,bad,True,Elbow flare,58.2,,,,
Bicep Curl,end,170.5,,,,,bad,True,Torso swing,66.2,,,,
Bicep Curl,start,164.0,-17.1,,,,bad,True,Partial curl,63.1,,,,
Bicep Curl,start,188.2,15.2,,,,bad,True,Partial curl,69.8,,,,
Bicep Curl,start,205.8,-8.5,,,,bad,True,Partial curl,50.9,,,,
Bicep Curl,mid,-4.3,-17.6,,,,bad,True,Partial curl,64.3,,,,
Bicep Curl,start,187.6,-8.1,,,,bad,True,Partial curl,64.2,,,,
Bicep Curl,mid,-2.0,-7.8,,,,bad,True,Elbow flare,50.8,,,,
Bicep Curl,mid,48.3,27.1,,,,bad,True,Partial curl,48.5,,,,
Bicep Curl,mid,-10.7,-14.9,,,,bad,True,Torso swing,42.1,,,,
Bicep Curl,start,177.1,16.0,,,,bad,True,Partial curl,41.9,,,,
Bicep Curl,mid,35.3,28.1,,,,bad,True,Elbow flare,55.3,,,,
Bicep Curl,mid,-3.1,2.6,,,,bad,True,Elbow flare,41.5,,,,
Bicep Curl,mid,58.4,-29.1,,,,bad,True,Elbow flare,53.4,,,,
Bicep Curl,end,163.6,,,,,bad,True,Torso swing,53.3,,,,
Bicep Curl,mid,41.0,4.3,,,,bad,True,Elbow flare,68.2,,,,
Bicep Curl,start,162.7,20.6,,,,bad,True,Partial curl,56.7,,,,
Bicep Curl,start,153.1,18.5,,,,bad,True,Torso swing,60.6,,,,
Bicep Curl,start,204.1,11.8,,,,bad,True,Elbow flare,60.7,,,,
Bicep Curl,start,186.5,-5.7,,,,bad,True,Elbow flare,54.4,,,,
Bicep Curl,start,197.5,-21.8,,,,bad,True,Torso swing,63.2,,,,
Bicep Curl,start,166.8,-14.7,,,,bad,True,Torso swing,53.2,,,,
Bicep Curl,start,206.0,7.6,,,,bad,True,Torso swing,55.0,,,,
Bicep Curl,start,201.6,20.0,,,,bad,True,Partial curl,45.3,,,,
Bicep Curl,start,169.1,-6.8,,,,bad,True,Partial curl,56.3,,,,
Bicep Curl,mid,59.5,20.9,,,,bad,True,Partial curl,55.3,,,,
Bicep Curl,start,187.7,-18.2,,,,bad,True,Partial curl,54.6,,,,
Bicep Curl,end,151.8,,,,,bad,True,Elbow flare,55.3,,,,
Bicep Curl,end,157.5,,,,,bad,True,Elbow flare,65.1,,,,
Bicep Curl,start,205.0,20.3,,,,bad,True,Partial curl,63.4,,,,
Bicep Curl,end,157.2,,,,,bad,True,Partial curl,48.4,,,,
Bicep Curl,start,202.8,-28.3,,,,bad,True,Elbow flare,67.9,,,,
Bicep Curl,start,171.7,22.3,,,,bad,True,Partial curl,53.6,,,,
Bicep Curl,mid,-5.7,22.0,,,,bad,True,Torso swing,62.1,,,,
Bicep Curl,end,184.3,,,,,bad,True,Elbow flare,68.8,,,,
Bicep Curl,mid,-1.6,23.9,,,,bad,True,Partial curl,44.6,,,,
Bicep Curl,mid,34.2,20.5,,,,bad,True,Torso swing,60.2,,,,
Bicep Curl,end,201.6,,,,,bad,True,Torso swing,56.0,,,,
Bicep Curl,end,185.9,,,,,bad,True,Elbow flare,46.7,,,,
Bicep Curl,start,170.0,1.9,,,,bad,True,Torso swing,70.0,,,,
Bicep Curl,start,154.3,20.4,,,,bad,True,Partial curl,64.5,,,,
Bicep Curl,end,166.2,,,,,bad,True,Elbow flare,52.4,,,,
Bicep Curl,end,177.5,,,,,bad,True,Partial curl,51.9,,,,
Bicep Curl,mid,56.5,-10.8,,,,bad,True,Elbow flare,68.3,,,,
Bicep Curl,end,155.5,,,,,bad,True,Partial curl,60.2,,,,
Bicep Curl,start,156.4,25.3,,,,bad,True,Torso swing,45.3,,,,
Bicep Curl,end,195.2,,,,,bad,True,Partial curl,67.0,,,,
Bicep Curl,mid,56.1,-25.7,,,,bad,True,Elbow flare,51.3,,,,
Bicep Curl,mid,32.7,-9.6,,,,bad,True,Elbow flare,51.0,,,,
Bicep Curl,end,193.3,,,,,bad,True,Elbow flare,47.8,,,,
Bicep Curl,mid,-22.5,-10.6,,,,bad,True,Torso swing,49.5,,,,
Bicep Curl,mid,-15.2,-13.4,,,,bad,True,Partial curl,52.6,,,,
Bicep Curl,mid,-4.8,11.9,,,,bad,True,Partial curl,43.8,,,,
Bicep Curl,mid,-9.3,-5.1,,,,bad,True,Partial curl,40.7,,,,
Bicep Curl,mid,51.7,19.7,,,,bad,True,Elbow flare,48.4,,,,
Bicep Curl,mid,-14.3,18.6,,,,bad,True,Torso swing,62.3,,,,
Bicep Curl,end,181.7,,,,,bad,True,Torso swing,55.9,,,,
Bicep Curl,mid,-8.2,-2.3,,,,bad,True,Elbow flare,53.1,,,,
Bicep Curl,mid,45.0,9.7,,,,bad,True,Partial curl,47.7,,,,
Bicep Curl,start,196.2,24.1,,,,bad,True,Partial curl,46.1,,,,
Bicep Curl,start,181.2,-9.7,,,,bad,True,Partial curl,43.0,,,,
Bicep Curl,end,192.0,,,,,bad,True,Torso swing,45.9,,,,
Bicep Curl,start,187.7,17.9,,,,bad,True,Torso swing,64.7,,,,
Bicep Curl,start,163.9,-28.3,,,,bad,True,Torso swing,40.3,,,,
Bicep Curl,mid,47.2,-20.9,,,,bad,True,Elbow flare,48.5,,,,
Bicep Curl,mid,60.0,-8.8,,,,bad,True,Torso swing,63.9,,,,
Bicep Curl,end,153.1,,,,,bad,True,Partial curl,60.2,,,,
Bicep Curl,end,160.9,,,,,bad,True,Partial curl,58.3,,,,
